"Nom / Raison sociale","Commune","Code postal","Paiements directs aux agriculteurs (Feaga)","Autres paiements Feaga","Paiements Feader (hors pr�ts bonifi�s)","Paiements pr�ts bonifi�s (Feader)","Montant total"
"SCEA DE FAULIN","LUCY SUR YONNE",89480,162430.89,0,0,0,162430.89
"SCEA DE FRANCQUEVILLE","GORENFLOS",80690,156614.75,0,0,0,156614.75
"SCEA DE FREZENS","CALMONT",31560,165823.36,0,0,0,165823.36
"SCEA DE GALBAUDINE","SOMPUIS",51320,159609.54,0,0,0,159609.54
"SCEA DE LA BELLE CROIX","FILLIERES",54560,159089.7,0,0,0,159089.7
"SCEA DE LA BORDE","NOYERS",89310,142604.78,0,14477.44,0,157082.22
"SCEA DE LA COUR","SAULSOTTE",10400,170414.15,0,0,0,170414.15
"SCEA DE LA FERME DE WARIVILLE","LITZ",60510,163822.64,0,0,0,163822.64
"SCEA DE LA GRANDE FERME","IVERNY",77165,160659.84,0,8912,0,169571.84
"SCEA DE LA MIVOIE","NOGENT SUR VERNISSON",45290,149391.76,0,7598.72,0,156990.48
"SCEA DE LA TOUR NEUVE","LANNES",47170,159589.52,0,0,0,159589.52
"SCEA DE LAMBUSSAY DU CHARME","SERRUELLES",18190,162125.22,0,0,0,162125.22
"SCEA DE L'HERMITAGE","FROIDMONT COHARTILLE",2270,161139.95,0,0,0,161139.95
"SCEA DE MAUREGARD","VARENNES SUR ALLIER",3150,171628.28,0,2708.46,0,174336.74
"SCEA DE MENNEJEAN","NANTEUIL LA FOSSE",2880,172898.66,0,0,0,172898.66
"SCEA DE POUY","MORTEFONTAINE",2600,177008.25,0,0,0,177008.25
"SCEA DE REMONTVOISIN","NEUILLY SAINT FRONT",2470,165232.35,0,0,0,165232.35
"SCEA DE TUPIGNY","TUPIGNY",2120,159830.04,0,0,0,159830.04
"SCEA DES AGUIARDS","SOLFERINO",40210,174667.96,0,0,0,174667.96
"SCEA DES BLITRYS","OIZON",18700,163007.52,0,0,0,163007.52
"SCEA DES CONFINS","SAULT LES RETHEL",8300,173082.65,0,0,0,173082.65
"SCEA DES DEFENDS","GOURS",16140,146289.64,0,14927.52,0,161217.16
"SCEA DES DEUX T","RHEGES",10170,167230.46,0,0,0,167230.46
"SCEA DES LONGS ECHANGES","CHARMONT",51330,160082.71,0,0,0,160082.71
"SCEA DES ORMELETS","CLERMONT LES FERMES",2340,173100.69,0,0,0,173100.69
"SCEA DES VISARDS","SAINT SYMPHORIEN LE CHATEAU",28700,158159.15,0,0,0,158159.15
"SCEA DOMAINE DE CAULAINCOURT","CAULAINCOURT",2490,164894.07,0,0,0,164894.07
"SCEA DOMAINE DE LA TOURNANCIERE","VENDOEUVRES",36500,162818.01,0,0,0,162818.01
"SCEA DOMAINE SAINT ROCH","SAINT GILLES",30800,175463.47,0,0,0,175463.47
"SCEA DU BOEUF DU MARAIS","GIMEUX",16130,78062.7,0,82431.9,0,160494.6
"SCEA DU CORMIER","ENNORDRES",18380,172710.56,0,0,0,172710.56
"SCEA DU FRAISSE - SOCIFRA","NOUIC",87330,155542.37,0,2897.2,0,158439.57
"SCEA DU JONC","CARCANS",33121,166633.58,0,0,0,166633.58
"SCEA DU NOUVEAU CHASSEIGNE","TOUILLON",21500,156109.67,0,7600,0,163709.67
"SCEA DU TASTON","SOLFERINO",40210,156523.54,0,0,0,156523.54
"SCEA FERME DE COSSIGNY","CHEVRY COSSIGNY",77173,170643.44,0,0,0,170643.44
"SCEA FERME DE PLAISANCE","VOUILLE",86190,165606.57,0,0,0,165606.57
"SCEA FERME DE PORTES","ANTHEUIL PORTES",60162,173530.74,0,0,0,173530.74
"SCEA FERME DE SAINT LEGER","EPAGNY",2290,162949.75,0,0,0,162949.75
"SCEA FERME DE SOUPIZE","VORNAY",18130,149492.83,0,12144.4,0,161637.23
"SCEA FERME DU CHATEAU","THUGNY TRUGNY",8300,164007.91,0,7090.61,0,171098.52
"SCEA FOY BERNARD ET FILS","SOMMESOUS",51320,159724.38,0,0,0,159724.38
"SCEA GALLOIS","FAGNIERES",51510,160133.46,0,0,0,160133.46
"SCEA GANDON","MARIGNY LE CHATEL",10350,156769.51,0,0,0,156769.51
"SCEA GARIN","PUISIEUX ET CLANLIEU",2120,157031.2,0,0,0,157031.2
"SCEA GARINOIS","VILLERS FRANQUEUX",51220,176180.34,0,0,0,176180.34
"SCEA GAY","AIGREFEUILLE D AUNIS",17290,141510.08,0,19605.41,0,161115.49
"SCEA GIRARD","NOURRAY",41310,160166.65,0,0,0,160166.65
"SCEA HERVOIS","VAL DE VESLE",51360,168935.64,0,0,0,168935.64
"SCEA HUTIN JULES","EPINE",51460,162086.09,0,0,0,162086.09
"SCEA LA BOUDONNERIE","GENOUILLE",17430,151660.87,0,11390.02,0,163050.89
"SCEA LA NOUE DE LA PERTHE","FRIGNICOURT",51300,164580.39,0,0,0,164580.39
"SCEA LA POMMIERE","FLORENSAC",34510,0,174784.44,0,0,174784.44
"SCEA LE CASTEL","SALON DE PROVENCE",13300,140650.19,0,16125.21,0,156775.4
"SCEA LERICHE","FIEULAINE",2110,160962.35,0,0,0,160962.35
"SCEA LES TILLEULS","ORMOY LE DAVIEN",60620,169342.93,0,0,0,169342.93
"SCEA LEVESQUE","BOUBIERS",60240,165369.54,0,6500,0,171869.54
"SCEA LEVIER","ROLLOT",80500,167125.51,0,0,0,167125.51
"SCEA OUACHEE FILS","MOYVILLERS",60190,164501.84,0,0,0,164501.84
"SCEA OUDIN JEAN ET FILS","BETHENIVILLE",51490,161771.61,0,0,0,161771.61
"SCEA PALENOUSE","SAINT LAURENT MEDOC",33112,166314.31,0,0,0,166314.31
"SCEA PALLARD","PELLEGRUE",33790,133293.49,20106.16,19953,0,173352.65
"SCEA PERREAU","SAINT GRATIEN SAVIGNY",58340,168519.79,0,3062.49,0,171582.28
"SCEA REGIS","CAMBON LES LAVAUR",81470,166147.06,0,2667.75,0,168814.81
"SCEA SAINT ANTOINE","FORESTE",2590,160978.79,0,0,0,160978.79
"SCEA SCAVI","VILLEMONTOIRE",2210,165893.87,0,0,0,165893.87
"SCEA TAUFOUR","MALMAISON",2190,156797.22,0,0,0,156797.22
"SCEA TERRE ROUGE","MANA",97360,149022.6,0,9006.25,0,158028.85
"SCEA TROIS FRERES","MAINCY",77950,159025.11,0,0,0,159025.11
"SCEA TURPIN FRERES","JARS",18260,154756.38,0,2790.24,0,157546.62
"SCEA VALLEE DE LA VANNE","VAUMORT",89320,156267.73,0,0,0,156267.73
"SCEA VAN DOREN","SOUAIN PERTHES LES HURLUS",51600,156714.02,0,0,0,156714.02
"SCF DE PREUILLY","EGLIGNY",77126,156398.58,0,0,0,156398.58
"SE DU RAFIDIN","POCANCY",51130,159295.73,0,0,0,159295.73
"SEMADOUR","MAUBOURGUET CEDEX",65701,0,0,177013.21,0,177013.21
"SEP DE LA SOLE","GRATIBUS",80500,165134.46,0,0,0,165134.46
"SEP DU PATIS","CHAUCONIN NEUFMONTIERS",77124,165104.29,0,0,0,165104.29
"SEP LAUNOY","FRESNOY LE CHATEAU",10270,163861.03,0,0,0,163861.03
"SICA DE LA VALLEE DE LA LYS","COMINES",59560,0,165680.19,0,0,165680.19
"SICA LES VERGERS DE LA COURTOISE","ISLE SUR LA SORGUE",84800,0,163675,0,0,163675
"SICA NOIX - PRODUCTEURS ET NEGOCIANTS DE NOIX","CHATTE",38160,0,177347.75,0,0,177347.75
"SICA SARL QUERCY LOMAGNE","CASTELSARRASIN",82100,0,171331.06,0,0,171331.06
"SOCIETE COOPERATIVE AGRICOLE DE DISTILLATION DE LA REGION DE TREBES - CARCASONNE","TREBES",11800,0,165972.29,0,0,165972.29
"SOCIETE COOPERATIVE AGRICOLE INTERCOMMUNALE DE DISTILLATION MURVIEL LES BEZIERS","MURVIEL LES BEZIERS",34490,0,175465.22,0,0,175465.22
"SOCIETE NOUVELLE LAITERIE DE LA MONTAGNE","SAINT NECTAIRE",63710,0,0,163176.32,0,163176.32
"SOCOPMA DISTRIBUTION","LAMENTIN",97232,0,164149.26,0,0,164149.26
"STE CIVILE AGRICOLE DE BERIVE","TAMPON",97430,62564.26,0,102421.11,0,164985.37
"STE CIVILE DESOUTTER","BAR LE DUC",55000,148595.43,0,7600,0,156195.43
"SYND MIXTE DU PAYS D'EPINAL COEUR DES VOSGES","EPINAL",88000,0,0,171366.89,0,171366.89
"SYNDICAT DES VOLAILLES FERMIERES D'AUVERGNE","VICHY",3200,0,0,160507.34,0,160507.34
"SYNDICAT MIXTE DU BEAUJOLAIS","VILLEFRANCHE SUR SAONE",69400,0,0,157635.28,0,157635.28
"SYNDICAT MIXTE DU PAYS D'ARLES","ARLES CEDEX",13637,0,0,166699.83,0,166699.83
"SYNDICAT MIXTE DU PAYS VALLEE DU LOIR","VAAS",72500,0,0,175596.86,0,175596.86
"SYNDICAT MIXTE DU PNR DES PYRENEES ARIEGEOISES","MONTELS",9240,0,0,170587.78,0,170587.78
"SYNDICAT MIXTE PAYS AIGOUAL CEVENNES VIDOURLE","GANGES",34190,0,0,165731.83,0,165731.83
"SYNDICAT MIXTE PAYS MARENNES OLERON","SAINT PIERRE D OLERON",17310,0,0,177308.04,0,177308.04
"UNION COOP AGRICOLE PRUNICULTEURS DE FRANCE","SAINT LIVRADE SUR LOT",47110,0,167060.5,0,0,167060.5
"UNION DE COOPERATIVES AGRICOLES COOPEX APIFRUITS","MONTAUBAN",82000,0,0,163879.18,0,163879.18
"VALLEE DU GALION EARL","TRINITE",97220,164685.41,0,0,0,164685.41
"WORLD TRADE","HEPPIGNIES",99999,0,158543.65,0,0,158543.65
"ADAP AGROBIO PERIGORD","PERIGUEUX",24000,0,0,148606.96,0,148606.96
"AFP DES IV VEZIAUX DU LOURON","LOUDENVIELLE",65510,0,0,143982.92,0,143982.92
"AGENCE OUESAINT CORNOUAILLE DEVELOPPEMENT","PONT L ABBE CEDEX",29122,0,0,146395.76,0,146395.76
"ASA DES PLANTEURS DU GRAND NORD","FORT DE FRANCE",97200,0,0,150000,0,150000
"ASLF DU CHATEAU D'EAU","SIRAN",15150,0,0,144537.43,0,144537.43
"ASLF DU MASSIF DU VIGIER","SIRAN",15150,0,0,155557.29,0,155557.29
"ASS CIREA","BORDEAUX CEDEX",33075,0,0,148000,0,148000
"ASS RENCONTRES ANIMATIONS RURALE","GENOUILLY",71460,0,0,154097.18,0,154097.18
"ASS UNION PROF FRAISE PERIGORD","VERGT",24380,0,152380,0,0,152380
"ASSOCIATION BOUCHER MACHEREZ","TAGNON",8300,148736.04,0,0,0,148736.04
"ASSOCIATION PAYS DU VELAY","PUY EN VELAY",43000,0,0,150265.75,0,150265.75
"BONNEVIE-BOCART","BILLY LE GRAND",51400,0,147621.31,0,0,147621.31
"CABROL LA SALVETAT","SALVETAT SUR AGOUT",34330,0,0,145162.29,0,145162.29
"CAVE COOP D AGHIONE SAMULETTO","AGHIONE",20270,0,154253.12,0,0,154253.12
"CAVE DE SIGOULES","SIGOULES",24240,0,152334.54,0,0,152334.54
"CENTRE NATIONAL DE LA PROPRIETE FORESTIERE","PARIS",75116,0,0,154103.74,0,154103.74
"CHAMBRE AGRICULTURE DE LA COTE D'OR","DIJON CEDEX",21075,0,0,150642.73,0,150642.73
"CHAMBRE D'AGRICULTURE DE L'ARIEGE","FOIX",9000,0,0,146371.78,0,146371.78
"CLAUDINE ET BERNARD BARRAL","VILLENEUVE SUR LOT",47300,0,0,155828,0,155828
"COMITE INTERPROFESSIONNEL DES VINS DU JURA","ARBOIS",39600,0,141858.15,10392.35,0,152250.5
"COMMUNAUTE D'AGGLOMERATION DU GRAND DOLE","DOLE CEDEX",39109,0,0,147440.52,0,147440.52
"COMMUNAUTE DE COMMUNES DE FECAMP","FECAMP CEDEX",76404,0,0,155502,0,155502
"COMMUNAUTE DE COMMUNES DU CASTELBRIANTAIS","CHATEAUBRIANT",44110,0,0,153524.05,0,153524.05
"COMMUNAUTE DE COMMUNES NIVE ADOUR","MOUGUERRE",64990,0,0,150007.97,0,150007.97
"COMMUNE DE BREGNIER CORDON","BREGNIER CORDON",1300,0,0,145454.54,0,145454.54
"COMMUNE DE CALMONT","CALMONT",12450,0,0,145869.03,0,145869.03
"COMMUNE DE CLEYZIEU","CLEYZIEU",1230,0,0,145454.55,0,145454.55
"COMMUNE DE FOUG","FOUG",54570,0,0,152317.65,0,152317.65
"COMMUNE DE HIERSAC","HIERSAC",16290,0,0,149221.64,0,149221.64
"COMMUNE DE LA BASTIDE CLAIRENCE","BASTIDE CLAIRENCE",64240,0,0,145157.42,0,145157.42
"COMMUNE DE MONTHERME","MONTHERME",8800,0,98.15,143332.46,0,143430.61
"COMMUNE DE MONTRIEUX-EN-SOLOGNE","MONTRIEUX EN SOLOGNE",41210,0,0,150577.7,0,150577.7
"COMMUNE DE SAINT JOUIN BRUNEVAL","SAINT JOUIN BRUNEVAL",76280,0,0,152874.44,0,152874.44
"COMMUNE DE TAURINYA","TAURINYA",66500,0,0,146762,0,146762
"COMMUNE DE VOISINES","VOISINES",89260,0,0,149176.02,0,149176.02
"CONDIFRUITS","LAON",2000,0,152615.49,0,0,152615.49
"COOP AGRI LES VIGNERONS DE LA CAVE DE PIERREFEU","PIERREFEU DU VAR",83390,0,55998.02,90000,0,145998.02
"COOP FRUITIERE DE POMPADOUR","ARNAC POMPADOUR",19230,0,94008.41,49313.7,0,143322.11
"CS DE LA BAROUSSE","MAULEON BAROUSSE",65370,0,0,150142.75,0,150142.75
"CS DES IV VEZIAUX","ANCIZAN",65440,0,0,151166.96,0,151166.96
"DAAF","SAINT DENIS",97400,0,0,144685.37,0,144685.37
"DIRECTION ALIMENTATION AGRICULTURE FORET GUYANE","CAYENNE CEDEX",97305,0,0,154596.76,0,154596.76
"EARL BARBIER","MORY",62159,154441.67,0,0,0,154441.67
"EARL BEAULIEU","INSMING",57670,144253.43,0,4300.27,0,148553.7
"EARL BRICHEUX","FRANLEU",80210,106124.1,31563.63,11438.62,0,149126.35
"EARL BRUNAUD","MALICORNAY",36340,146226.59,0,2756.24,0,148982.83
"EARL BRUNO LEVESQUE","ERQUINVILLERS",60130,107899.88,45000,0,0,152899.88
"EARL CHAMPAGNE BARNAUT E","BOUZY",51150,0,151419.8,0,0,151419.8
"EARL CHARLOT ERIC","COURBAN",21520,144213.64,0,0,0,144213.64
"EARL CHIFFLET","BOISVILLE LA SAINT PERE",28150,152201.9,0,0,0,152201.9
"EARL COIFFARD","BAUGY",71110,135311.89,0,12457.04,0,147768.93
"EARL COMPERE","FERTE CHEVRESIS",2270,145060.29,0,0,0,145060.29
"EARL DASDE","DOUADIC",36300,130314.15,0,24842.73,0,155156.88
"EARL DE BREUIL","SACONIN ET BREUIL",2200,143289.44,0,4376.32,0,147665.76
"EARL DE GILMONT","BONY",2420,145955.09,0,0,0,145955.09
"EARL DE GONCOURT","MATIGNICOURT GONCOURT",51300,148431.53,0,0,0,148431.53
"EARL DE LA CROIX SAINT CYR","SAINT CYR LES COLONS",89800,146439.04,0,0,0,146439.04
"EARL DE LA GRANGE","CHOUY",2210,153193.89,0,0,0,153193.89
"EARL DE LA HAUTE MAISON","AMBACOURT",88500,149827.79,0,0,0,149827.79
"EARL DE LA PIROULETTE","TORPES",25320,149753.01,0,2395.81,0,152148.82
"EARL DE LA POINTE DU JOUR","COURCAIS",3370,143381.55,0,-713.37,2562.64,145230.82
"EARL DE LA VALLEE","PARIGNY LES VAUX",58320,134233.27,0,13357.6,0,147590.87
"EARL DE L'ABBAYE A","ORBAIS L ABBAYE",51270,146313.24,0,0,0,146313.24
"EARL DE L'ABREUVOIR","DOUCHY",2590,147717.3,0,0,0,147717.3
"EARL DE L'EPINAY","VASLES",79340,131097.32,0,19350.04,0,150447.36
"EARL DE LEROUVILLE","LEROUVILLE",55200,138289.56,0,6399.63,0,144689.19
"EARL DE L'IZAUTE","MONTREAL",32250,149937.65,0,0,0,149937.65
"EARL DE L'ORNE SAOSNOISE","IGE",61130,141396.66,0,7599.68,0,148996.34
"EARL DE PONTIGNY","VAUX SUR BLAISE",52130,142494.12,0,7545.6,0,150039.72
"EARL DE VOUCIENNES","VITRY LA VILLE",51240,147786,0,0,0,147786
"EARL DES BERTAUCHES","MICHERY",89140,148204.12,0,7597.44,0,155801.56
"EARL DES CHAMPS DE BEAUVAIS","BOUGES LE CHATEAU",36110,147520.24,0,0,0,147520.24
"EARL DES FAGOTS","VIELS MAISONS",2540,143133.81,0,0,0,143133.81
"EARL DES MASSEFONTAINES","EPINONVILLE",55270,144310.02,0,0,0,144310.02
"EARL DES PLATANES","FRASNAY REUGNY",58270,147655.17,0,6068.33,0,153723.5
"EARL DES TEILLATS","MAGNY",89200,142286.74,0,11633.84,0,153920.58
"EARL DES TEMPLIERS","ECHALOT",21510,148674.25,0,0,0,148674.25
"EARL DES VAULINS","REIGNAC SUR INDRE",37310,136339.14,0,8388,0,144727.14
"EARL DU HERS","PARLEBOSCQ",40310,143240.01,0,0,0,143240.01
"EARL DU LITTORAL","SOUBISE",17780,149333.69,0,0,0,149333.69
"EARL DU MARAIS","MAGNEUX",52130,144567.69,0,7578.88,0,152146.57
"EARL DU MELDA","DROUPT SAINT BASLE",10170,143466.28,0,0,0,143466.28
"EARL DU ROYA","CHANTERAINE",55500,148449.69,0,1888.24,0,150337.93
"EARL ERNOTTE ANDOUCHE CHALANDRY","CHALANDRY",2270,149882.95,0,0,0,149882.95
"EARL FERME DES VALLEES","SAINT MARTIN AUX BOIS",60420,149336.69,0,6230,0,155566.69
"EARL GLORIEUX","HEBECOURT",80680,141491.34,0,7420.88,0,148912.22
"EARL HURAUX","FEIGNEUX",60800,146444.28,0,0,0,146444.28
"EARL JEAN LOUIS ROUX","DIAMANT",97223,0,0,144853.42,0,144853.42
"EARL LA FONTAINE","FONTAINE LE SEC",80140,98857.68,53471.2,0,0,152328.88
"EARL LA FRUITIERE","GENSAC",33890,152710.83,0,0,0,152710.83
"EARL LA MOTTE","FRESNOY LE GRAND",2230,148285.2,0,0,0,148285.2
"EARL LA NOUETTE","ESSARTS",85140,148335.66,0,0,0,148335.66
"EARL LA RIVIERE","GEAY",17250,130292.89,0,18016.27,0,148309.16
"EARL LE VIEUX PONT","REMAUVILLE",77710,144419.81,0,0,0,144419.81
"EARL LES DEUX ORMES","NERON",28210,147107.86,0,0,0,147107.86
"EARL MICHEL REMOND","ANDREZEL",77390,150296.45,0,0,0,150296.45
"EARL NOLIN","LUTHENAY UXELOUP",58240,142832.68,0,3062.49,0,145895.17
"EARL NUSSBAUMER","PERSAC",86320,143961.38,0,3121.3,0,147082.68
"EARL PATEJO","VAUCLIN",97280,0,0,155819.18,0,155819.18
"EARL PIOT SEVILLANO","VINCELLES",51700,0,144440.34,6795.22,0,151235.56
"EARL SAINTE ANNE","HELSTROFF",57220,135475.37,0,7600,0,143075.37
"EARL SAINTE BEUVE","NOYERS SAINT MARTIN",60480,147022.85,0,0,0,147022.85
"EARL VAL DE BERRE","CHANTEMERLE LES GRIGNAN",26230,13364.87,137633.39,0,0,150998.26
"EURL LA BOUTAUD","ROBERT",97231,153811.08,0,1345.4,0,155156.48
"FDGDON DE LA CHARENTE MARITIME","ROCHELLE",17000,0,0,149680.76,0,149680.76
"FONDATION TOUR DU VALAT","ARLES",13200,137505.51,0,15024.15,0,152529.66
"FROMAGERIE DE LIVAROT","LIVAROT",14140,0,0,151041.2,0,151041.2
"GAEC ARCHER","CERILLY",3350,139140.24,0,0,4327.1,143467.34
"GAEC BAUDU","AIGONNAY",79370,142966.16,0,9066.03,0,152032.19
"GAEC BEAU","LIGNY LE CHATEL",89144,117832.93,0,28391.52,0,146224.45
"GAEC BERARD DE CAVERNAUX","MESNIERE",61560,108262.03,0,47082.4,0,155344.43
"GAEC BIDAULT","BUFFON",21500,143081.71,0,7567.36,0,150649.07
"GAEC BONNET","CHAINTREAUX",77460,140643.98,0,3073.19,0,143717.17
"GAEC BOS ALRIC","CEZENS",15230,94626.15,0,55349.78,3758.34,153734.27
"GAEC BOUCHE","BALLANCOURT SUR ESSONNE",91610,145714.8,0,0,0,145714.8
"GAEC BOUVET","TOURS EN VIMEU",80210,140914.53,0,11415.1,0,152329.63
"GAEC BRANCOURT","CROIX FONSOMMES",2110,143449.36,0,0,0,143449.36
"GAEC BRANQUART","TORCY",62310,109104.93,0,40448.83,519.28,150073.04
"GAEC BRICOUT","ASSIS SUR SERRE",2270,147649.97,0,0,0,147649.97
"GAEC CADOUX PERE ET FILS","SAINT ANDRE EN TERRE PLAINE",89420,117133.71,0,33151.58,0,150285.29
"GAEC CALLENS","MOUTIERS",28150,151768.16,0,1740,0,153508.16
"GAEC CAMPAGNE LE PIGEONNIER","CLUMANC",4330,77340.43,0,66959.12,0,144299.55
"GAEC CARREZ","CREPY",62310,148921.73,0,0,0,148921.73
"GAEC CHAMP COMPAGNON","MONTREUIL BONNIN",86470,126334.15,0,22403.75,0,148737.9
"GAEC CHAMP MARTIN","SAINT SUPPLET",54620,134790.43,0,9911.36,0,144701.79
"GAEC CHAUVE","MARGERIE CHANTAGRET",42560,49283.87,0,93796.59,0,143080.46
"GAEC CORRE","SAINT CHRISTOPHE",3120,116611.88,0,30083.14,813.98,147509
"GAEC COURPOTIN","VIEUX ROUEN SUR BRESLE",76390,133497.54,0,20300,0,153797.54
"GAEC CREVECOEUR","TOCQUEVILLE SUR EU",76910,144262.82,0,0,0,144262.82
"GAEC CULLY","LORENTZEN",67430,145541.05,0,1909.12,4944.94,152395.11
"GAEC D'ALBOUZE","TERRISSE",12210,109066.61,0,43322.79,0,152389.4
"GAEC DAMORET","COUZON",3160,122313.42,0,32347.82,0,154661.24
"GAEC D'AMOREY","AUBERIVE",52160,105856.08,0,41989.73,0,147845.81
"GAEC DE BACON","DECIZE",58300,124879.83,0,21911.98,3363.24,150155.05
"GAEC DE BEAURY","RUMIGNY",8290,151484.11,0,3560,228.28,155272.39
"GAEC DE BEL AIR","FRAIN",88320,120619.17,0,23097.15,7202.6,150918.92
"GAEC DE BEL ASILE","SAINT COLOMBE SUR SEINE",21400,140568.97,0,14808.96,0,155377.93
"GAEC DE BORD","SAINT ETIENNE DE VICQ",3300,118381.13,0,30124.23,614.48,149119.84
"GAEC DE BRINVILLIERS","DIXMONT",89500,135469.42,0,9630.46,0,145099.88
"GAEC DE BUCHELEUR","CUZY",71320,108980.18,0,31622.08,6770.84,147373.1
"GAEC DE BUCY","ARCY SAINT RESTITUE",2130,144896.36,0,0,0,144896.36
"GAEC DE CANSARD","MURAT SUR VEBRE",81320,102661.4,0,51365.74,0,154027.14
"GAEC DE CAUMONT","BEAUMARCHES",32160,109640.72,0,38238.78,155.12,148034.62
"GAEC DE CHAMBORD","TRIMOUILLE",86290,145044.8,0,6002.5,0,151047.3
"GAEC DE CHAMP BLANC","VILLETTE D ANTHON",38280,134989.35,0,14807.45,0,149796.8
"GAEC DE CHANTEGEAY","CHAUVIGNY",86300,130376.07,0,12812.16,0,143188.23
"GAEC DE CHARRY","BONA",58330,135299.33,0,18264.41,191.86,153755.6
"GAEC DE CHATEAU GAILLARD","PERIGNY",41100,116305.15,0,31225.92,0,147531.07
"GAEC DE COLOMBIER","SAINT EULALIE DE CERNON",12230,69688.29,0,76178.87,0,145867.16
"GAEC DE COURCELLES","POILLY LEZ GIEN",45500,95416.67,0,56000,3997.78,155414.45
"GAEC DE DECAMPS","MONTGAZIN",31410,133026.38,0,10249.6,4834.44,148110.42
"GAEC DE FLEURY","TINTURY",58110,153386.87,0,0,0,153386.87
"GAEC DE FONPEYRE","SEGALAS",47410,149084.85,0,0,0,149084.85
"GAEC DE FRESNOIS","BAZONCOURT",57530,118474.61,0,34822.74,0,153297.35
"GAEC DE L ECHARPEAU","SAINT PIERRE D EXIDEUIL",86400,145677.5,0,0,0,145677.5
"GAEC DE LA BARBOURE","BOVEE SUR BARBOURE",55190,137599.06,0,13617.28,0,151216.34
"GAEC DE LA BOULE DE NEIGE","SOULAGES",15100,40542.02,0,103366.52,0,143908.54
"GAEC DE LA CHAINE DES PUYS","AYDAT",63970,61114.57,0,89156.16,17.64,150288.37
"GAEC DE LA CHAMPAGNE","FLAGEY ECHEZEAUX",21640,143983.35,0,0,0,143983.35
"GAEC DE LA DEMI LIEUE","WALLERS TRELON",59132,132448.52,0,18576.53,0,151025.05
"GAEC DE LA FIA","SAINT COLOMBAN DES VILLARDS",73130,75579.37,0,79505.58,0,155084.95
"GAEC DE LA FROMIERE","CLERMONT EN ARGONNE",55120,139071.26,0,12960.96,0,152032.22
"GAEC DE LA GALERNE","ROUXIERE",44370,151640.81,0,0,527.24,152168.05
"GAEC DE LA MAISON NEUVE","CAUMONT L EVENTE",14240,98257.61,0,56466.83,0,154724.44
"GAEC DE LA NATOUZE","BOYER",71700,148648.63,0,0,80.7,148729.33
"GAEC DE LA NOUVELLE GARE","NUBECOURT",55250,147777.38,0,0,0,147777.38
"GAEC DE LA PERRIERE","LAIGNES",21330,97113.22,0,51383.79,0,148497.01
"GAEC DE LA PLAINE","BALAN",1360,150602.88,0,0,0,150602.88
"GAEC DE LA PORTE SAINT MARTIN","PONT SUR SEINE",10400,133225.7,0,21178.68,0,154404.38
"GAEC DE LA PRADELLE","ROANNES SAINT MARY",15220,56112.99,0,93297.38,497.94,149908.31
"GAEC DE LA PRELLE","VIPLAIX",3370,111279.72,0,33606.93,0,144886.65
"GAEC DE LA REINE","PIERREMONT SUR AMANCE",52500,132898.16,0,8901.82,3103.2,144903.18
"GAEC DE LA RENTE DE BRAY","DAROIS",21121,143401.16,0,0,0,143401.16
"GAEC DE LA RESERVE","GRAND BOURG",23240,138239.92,0,6930,0,145169.92
"GAEC DE LA SEICHE","JANZE",35150,135565.32,0,9651.2,0,145216.52
"GAEC DE LA SEILLE","AJONCOURT",57590,140060.27,0,4641.96,0,144702.23
"GAEC DE LA SOLE SAINT MARTIN","BEUVRAIGNES",80700,147944.02,0,0,0,147944.02
"GAEC DE LA VALLEE","BERUGES",86190,130875.47,0,16491.1,0,147366.57
"GAEC DE LA VALLEE DES PRES","LEZEVILLE",52230,155930.59,0,0,0,155930.59
"GAEC DE L'ABBAYE","CLAIRFONTAINE",2260,151449.55,0,0,0,151449.55
"GAEC DE LAMERMONT","LISLE EN BARROIS",55250,154184.22,0,0,0,154184.22
"GAEC DE L'ARAUCARIA","TANVILLE",61500,150245.63,0,0,1282.74,151528.37
"GAEC DE L'ETANG","TRIMOUILLE",86290,134570.88,0,21172.79,0,155743.67
"GAEC DE MALISSOL","NANTES EN RATIER",38350,112052.14,0,41126.27,798.66,153977.07
"GAEC DE MONTBUFFAUD","ETANG SUR ARROUX",71190,83049.16,0,71174.61,0,154223.77
"GAEC DE MONTIN LA BORDE","VICQ SUR GARTEMPE",86260,137232.05,0,5773.75,1699.5,144705.3
"GAEC DE NOUGAYRAC","FONTANES DU CAUSSE",46240,98262.57,0,53374.25,0,151636.82
"GAEC DE PAREDON","ARVIEU",12120,48614.71,0,97841.44,0,146456.15
"GAEC DE PRAHAS","CULAN",18270,138643.87,0,5640.51,0,144284.38
"GAEC DE ROUVILLE","HEBECOURT",27150,139948.58,0,4269.15,0,144217.73
"GAEC DE RYCKE","VILLERS SUR BONNIERES",60860,124322.62,0,22644.77,0,146967.39
"GAEC DE SAINT IGNY","FREULLEVILLE",76510,145715.7,0,0,0,145715.7
"GAEC DE SAINT-CLAUDE","BELMONT DE LA LOIRE",42670,119665.9,0,28765.27,4892.88,153324.05
"GAEC DE SAUSSELAINE","CERTILLEUX",88300,146541.86,0,6333.91,0,152875.77
"GAEC DE TALMA","GRANDPRE",8250,148336.72,0,4643.51,0,152980.23
"GAEC DE VAIVRE","CHAMPSEVRAINE",52500,60332.66,0,85897.79,677.64,146908.09
